Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Q1_Stepsize       Critic_Q2_Stepsize       Actor_Loss               Actor_Stepsize           Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
0                        0.0032524201605055067    8261                     0.0                      591.4939707627432        0.10831434494513136      0.676691601395481        0                        0                        0.999983488              0.05                     2.079834822151396        0.0005                   0.0005                   0.0                      2e-06                    71.22596817787247        0.7177589397237757       0.6081747767901179       1e-05                    33                       0.42420383896490543      2.013528977981722        0.0                      0.0                      6.438993126454979        
200                      0.4040126473373837       836066                   0.0                      594.3657584142227        0.06656031043674844      1.0609615250130464       0                        0                        0.99667222               0.05                     0.458976719280084        0.0005                   0.0005                   0.0                      2e-06                    7.247966607411702        1.0                      0.9788031677405039       1e-05                    6563                     0.27898959318796795      1.0035702387491863       0.4210951278607051       0.5266570746898651       0.3425598641236623       
400                      0.7946597013870875       1661872                  0.0                      593.4927099028996        0.053833792434806245     1.2050789247443863       0                        0                        0.9933690559999999       0.049999999999999996     1.975923134883245        0.0005                   0.0005                   0.0                      2e-06                    5.197579277886284        1.0                      0.8467231904617464       1e-05                    13063                    0.3090420299106174       1.221297273732195        0.6403388679027557       0.7541915476322174       0.1470852235350946       
600                      1.3360458672046662       2488860                  0.0                      593.6637177602074        0.053833792434806245     1.2050789247443863       0                        0                        0.990061116              0.05                     1.2141337454319001       0.0005                   0.0005                   0.0                      2e-06                    4.387213967063211        1.0                      0.8985201710402363       1e-05                    19610                    0.2918859395113858       1.1342360563952514       0.5002315590778986       0.7002040247122446       0.10903272123047798      
800                      2.0436451596021654       3316867                  0.0                      591.5569119200356        0.053833792434806245     1.2050789247443863       0                        0                        0.986749088              0.05                     1.5277841154072018       0.0005                   0.0005                   0.0                      2e-06                    4.003236404573074        1.0                      0.8906507588396169       1e-05                    26179                    0.2957502037587792       1.1265927517052852       0.7593729496002197       0.7671126921971639       0.09615543876031434      
1000                     2.477249239087105        4144880                  0.0                      590.3454041781417        0.053833792434806245     1.2050789247443863       0                        0                        0.98343704               0.05                     0.8418714301453697       0.0005                   0.0005                   0.0                      2e-06                    3.5192672267104634       1.0                      0.943269903009588        1e-05                    32741                    0.28757363618022264      1.0355703565809462       0.5861902435620626       0.6652650634447733       0.08087572184475986      
1200                     2.869738085799747        4974217                  0.0                      589.1564978266242        0.053833792434806245     1.2050789247443863       0                        0                        0.9801196520000001       0.05000000000000001      0.9322756563002864       0.0005                   0.0005                   0.0                      2e-06                    3.178119004374802        1.0                      0.9729855951636729       1e-05                    39323                    0.28154026378284797      0.9985448085900509       0.4519880811373393       0.518700490395228        0.07222968038886485      
1400                     3.33531015627914         5802788                  0.0                      592.10844683837          0.053833792434806245     1.2050789247443863       0                        0                        0.976805376              0.05                     1.550723389784495        0.0005                   0.0005                   0.0                      2e-06                    2.933368528732146        1.0                      0.929527860699278        1e-05                    45895                    0.2901660408636536       1.0469478260387073       0.503354882200559        0.6127632558345795       0.05956474217501554      
1600                     3.798691181871626        6630322                  0.0                      588.5525911297708        0.053833792434806245     1.2050789247443863       0                        0                        0.973495228              0.05                     0.8741365037858486       0.0005                   0.0005                   0.0                      2e-06                    2.5468201685433436       1.0                      0.9868450550117878       1e-05                    52453                    0.2772085690739179       0.9991520390366064       0.32383472224076587      0.44467854003111523      0.04625570894491793      
1800                     4.217872595853276        7459057                  0.0                      592.7856403976593        0.053833792434806245     1.2050789247443863       0                        0                        0.97018026               0.05                     0.8245564351479212       0.0005                   0.0005                   0.0                      2e-06                    2.3210474252700806       1.0                      0.9872818887233734       1e-05                    59025                    0.276750847697258        1.0052871704101562       0.30193522075812024      0.4198807179927826       0.03815207382043203      
