Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Q1_Stepsize       Critic_Q2_Stepsize       Actor_Loss               Actor_Stepsize           Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
2000                     4.646600271397166        8287586                  0.0                      591.7065143173002        0.053833792434806245     1.2050789247443863       0                        0                        0.966866264              0.05                     1.0827000681310892       0.0005                   0.0005                   0.0                      2e-06                    2.1555838151411577       1.0                      0.9813248027454723       1e-05                    65599                    0.27909770156397967      1.0015710965551512       0.3434492150942485       0.492082878947258        0.03399118931606562      
2200                     5.079044294423527        9116380                  0.0                      590.0001587175869        0.053833792434806245     1.2050789247443863       0                        0                        0.9635511                0.05                     1.0434174857412775       0.0005                   0.0005                   0.0                      2e-06                    1.971241883557252        1.0                      0.9855531249383483       1e-05                    72178                    0.2807521338414664       0.9869812570437037       0.4151739676793416       0.4570873926083247       0.02795852314342152      
2400                     5.47109438723988         9945427                  0.0                      580.7040607036496        0.053833792434806245     1.2050789247443863       0                        0                        0.9602349840000001       0.05000000000000001      1.1025426322594285       0.0005                   0.0005                   0.0                      2e-06                    1.8330173877754596       1.0                      0.9917781906898576       1e-05                    78756                    0.28135141700205174      0.9593107050115411       0.3998422473669052       0.3835937927166621       0.027665571431920985     
2600                     5.872124814258681        10775086                 0.0                      590.4218317028927        0.053833792434806245     1.2050789247443863       0                        0                        0.9569162                0.05                     0.9679875310924319       0.0005                   0.0005                   0.0                      2e-06                    1.7172501496594361       1.0                      0.9972985392869121       1e-05                    85338                    0.27578655397049107      0.9913059966732757       0.21604484568039575      0.3455533931652705       0.025967687669426504     
2800                     6.285739399989446        11604212                 0.0                      593.8096361115438        0.053833792434806245     1.2050789247443863       0                        0                        0.9535996919999999       0.05                     1.4019792232248518       0.0005                   0.0005                   0.0                      2e-06                    1.5834406072443183       1.0                      0.9801502805767637       1e-05                    91909                    0.28025090574014067      1.0010335132329151       0.420046533147494        0.549111932516098        0.019067164924409654     
3000                     6.697578265534507        12432818                 0.0                      590.1630626512285        0.053833792434806245     1.2050789247443863       0                        0                        0.950285272              0.05                     0.8703783357826372       0.0005                   0.0005                   0.0                      2e-06                    1.4318544985067962       1.0                      0.9976509171302873       1e-05                    98471                    0.27561145840269147      0.9872392018636068       0.24231693396965662      0.3121934284766515       0.015655156638887193     
3200                     7.103011653224627        13261837                 0.0                      591.6617620421176        0.053833792434806245     1.2050789247443863       0                        0                        0.9469692120000001       0.05                     0.7861924439668656       0.0005                   0.0005                   0.0                      2e-06                    1.346268933228772        1.0                      0.9920130835639106       1e-05                    105034                   0.2797446491742375       0.979035416034737        0.4173431098461151       0.4375871866941452       0.013390090730455185     
3400                     7.5275533348984185       14092449                 0.0                      586.5735887797974        0.053833792434806245     1.2050789247443863       0                        0                        0.943646736              0.05                     1.0839398309277992       0.0005                   0.0005                   0.0                      2e-06                    1.249759153886275        1.0                      0.9990603707053444       1e-05                    111623                   0.2767642772558964       0.9807279952848801       0.24972783774137497      0.33362861971060437      0.012102739076421717     
3600                     7.962219451400969        14923400                 0.0                      586.5351524038675        0.053833792434806245     1.2050789247443863       0                        0                        0.9403229879999999       0.049999999999999996     0.5286396802403033       0.0005                   0.0005                   0.0                      2e-06                    1.1544104489413174       1.0                      0.9997651071259469       1e-05                    118202                   0.2727415296766493       0.9911649492051865       0.1666166459520658       0.24580160280068716      0.010108372629290879     
3800                     8.491940812269847        15752251                 0.0                      589.1977056707897        0.053833792434806245     1.2050789247443863       0                        0                        0.937007616              0.05                     0.58953165790687         0.0005                   0.0005                   0.0                      2e-06                    1.0739562102038451       1.0                      1.0                      1e-05                    124787                   0.2706110886853151       0.9946031474103831       0.09257796655098598      0.16550550361474356      0.0086780691688711       
4000                     9.007078800665008        16581402                 0.0                      589.0066990375389        0.053833792434806245     1.2050789247443863       0                        0                        0.9336909999999999       0.049999999999999996     0.542252623476088        0.0005                   0.0005                   0.0                      2e-06                    1.0099291945948747       1.0                      1.0                      1e-05                    131362                   0.2705939129145459       0.9955590373337871       0.1375765490035216       0.19246730456749597      0.007535199550065127     
4200                     9.484329145881865        17413145                 0.0                      589.9889700919451        0.053833792434806245     1.2050789247443863       0                        0                        0.930363944              0.05                     0.9920369739023348       0.0005                   0.0005                   0.0                      2e-06                    0.9650809162794941       1.0                      1.0                      1e-05                    137949                   0.27237393157650724      0.9933069017198352       0.26561805605888367      0.28232644001642865      0.007256731616728233     
4400                     9.987094914250903        18243093                 0.0                      586.3322280979679        0.053833792434806245     1.2050789247443863       0                        0                        0.927044304              0.05                     0.9540231944993138       0.0005                   0.0005                   0.0                      2e-06                    0.9123410311612217       1.0                      1.0                      1e-05                    144535                   0.2734803527292579       0.9876303817286636       0.2640875205397606       0.2804124653339386       0.0065964227071916215    
4600                     10.432943295372857       19073554                 0.0                      589.5822870361475        0.053833792434806245     1.2050789247443863       0                        0                        0.923722352              0.05                     1.0579206159648795       0.0005                   0.0005                   0.0                      2e-06                    0.8562689887152778       1.0                      1.0                      1e-05                    151122                   0.27025966451625627      0.9959787696298927       0.05082521898051103      0.08360867450634639      0.006177808299209132     
4800                     11.736651781135135       19901105                 0.0                      593.5156617098376        0.053833792434806245     1.2050789247443863       0                        0                        0.920412112              0.05                     0.6640971308781042       0.0005                   0.0005                   0.0                      2e-06                    0.811797209460326        1.0                      1.0                      1e-05                    157667                   0.2696355328415379       0.9978230601609356       0.04492162664731344      0.0809049221376578       0.005823384481247026     
5000                     13.241749159826172       20728506                 0.0                      586.2275016617442        0.053833792434806245     1.2050789247443863       0                        0                        0.9171026600000001       0.05000000000000001      0.8287348495796323       0.0005                   0.0005                   0.0                      2e-06                    0.7733168072170681       1.0                      1.0                      1e-05                    164210                   0.270621439423224        0.9951590143068872       0.15415500601132712      0.22641930729150772      0.005372464355796275     
5200                     13.794807677202755       21558085                 0.0                      589.6287475950812        0.053833792434806245     1.2050789247443863       0                        0                        0.91378414               0.05                     0.38779418387760717      0.0005                   0.0005                   0.0                      2e-06                    0.7325877447923025       1.0                      1.0                      1e-05                    170797                   0.270676592985789        0.9932212034861246       0.09429476285974185      0.17961746205886206      0.004908183511967461     
5400                     15.724804713593588       22385574                 0.0                      589.0278751288994        0.053833792434806245     1.2050789247443863       0                        0                        0.91047412               0.05                     0.39858116310400266      0.0005                   0.0005                   0.0                      2e-06                    0.7099778652191162       1.0                      1.0                      1e-05                    177339                   0.2719971537590027       0.9859345853328705       0.05867809057235718      0.10573404903213184      0.005852928540358941     
