Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
10                       0.02060436718993717      49783                    0.0                      586.9963174384086        0.061673503328269604     0.7246414584171406       0                        0                        0.99981744               0.05                     2.1113156943271556       0.0005                   0.2680089318503936       2e-06                    0.12500000217308602      0.3115136                2.1458952                15.705426765210701       1.0                      0.7495889663696289       1e-05                    363                      0.3364868693881565       1.4006180811409996       0.7838130493958791       0.7912065585454305       1.061123048416292        
11                       0.022438167267375523     53941                    0.0                      585.3968141264903        0.061443845691986895     0.7250138857140003       0                        0                        0.999800868              0.05                     2.3152731930216155       0.0005                   0.2698480755401154       2e-06                    0.12233527233668913      0.44620544               2.3043718                15.154248632565894       1.0                      0.7517030600345497       1e-05                    396                      0.33223923769864167      1.4059715848980527       0.7680456141630808       0.7908972998460134       1.0084969299008149       
12                       0.024219390882386102     58091                    0.0                      586.4196837997811        0.06083812085241224      0.7259722383722137       0                        0                        0.999784236              0.05                     2.2599836153288684       0.0005                   0.25924228969961405      2e-06                    0.13905038964003325      0.08968788               1.9463199                14.756956004133128       1.0                      0.7471224370628896       1e-05                    429                      0.3359242159910876       1.4024375761398165       0.8020859956741333       0.795587440331777        0.9681746646611377       
13                       0.026054137349128724     62245                    0.0                      584.7659443407617        0.06124781579658858      0.7276013565586466       0                        0                        0.999767636              0.05                     2.4661305882036686       0.0005                   0.2610584238233666       2e-06                    0.15915697793631503      0.5237582                1.9822693                14.331812848948468       1.0                      0.7545220827815508       1e-05                    462                      0.33221489492088857      1.3837905267272335       0.7563771108786265       0.7889874776204427       0.9289176632659603       
14                       0.027838357090950012     66383                    0.0                      586.4354559723938        0.061556054711939985     0.7296436643041528       0                        0                        0.9997510199999999       0.049999999999999996     2.455205101519823        0.0005                   0.27357591269537807      2e-06                    0.11845930409617722      0.6888363                2.0938065                14.006355670967487       1.0                      0.7591027057532109       1e-05                    495                      0.3300451028226602       1.389496234932331        0.7363766233126322       0.7832420269648234       0.897054074990629        
15                       0.029655058052804734     70521                    0.0                      584.7722089793684        0.06301003113978104      0.7314885417799821       0                        0                        0.999734468              0.05                     2.989181545873483        0.0005                   0.25671438515807193      2e-06                    0.15285852799812952      0.5170665                2.6627665                13.708087189028964       1.0                      0.7540521910696318       1e-05                    528                      0.3323764752860021       1.3584099201240925       0.7604619363943735       0.7927814424037933       0.8703601914222795       
16                       0.03145844684706794      74655                    0.0                      585.039130358373         0.06466449503614566      0.7337362657583901       0                        0                        0.999717916              0.05                     2.5573163479566574       0.0005                   0.2634581223440667       2e-06                    0.12596899325338504      0.2518295                2.1817508                13.545718106356533       1.0                      0.7655627221772164       1e-05                    561                      0.32577651438086924      1.351534756747159        0.7584954698880514       0.7850739558537801       0.856637184066002        
17                       0.0333020453982883       78790                    0.0                      585.0930164606418        0.0667865856191594       0.7361287668847399       0                        0                        0.9997013800000001       0.05000000000000001      2.4883484269181886       0.0005                   0.26433726865798235      2e-06                    0.11288759806969513      0.17040235               2.2172625                13.29315617108586        1.0                      0.7616867103961983       1e-05                    594                      0.32856351197367967      1.3457613472986705       0.7393379112084707       0.7882072528203329       0.8319324724601976       
18                       0.03509940928883023      82904                    0.0                      584.2179497092643        0.067679357874939        0.7378130859063259       0                        0                        0.99968484               0.05                     3.128155085775587        0.0005                   0.26865255700217355      2e-06                    0.11240310221910477      0.6388661                2.802119                 13.070266564687094       1.0                      0.7641715804735819       1e-05                    626                      0.328239048520724        1.3275519808133442       0.7456991871198019       0.7904086808363596       0.8112155397733053       
19                       0.03690737068653107      87060                    0.0                      584.0195899556957        0.06825105910746886      0.7401064458080331       0                        0                        0.999668384              0.05                     2.836569565037886        0.0005                   0.2598628398651878       2e-06                    0.16061046552689126      0.29402003               2.2367282                12.869495738636365       1.0                      0.7673244765310576       1e-05                    659                      0.327054900352401        1.3438973089661264       0.735161026318868        0.7826200028260549       0.7909365663624773       
20                       0.038762290279070535     91212                    0.0                      583.0908631730899        0.0700544432497011       0.7423162643427285       0                        0                        0.99965176               0.05                     3.0458619445562363       0.0005                   0.2678230586461723       2e-06                    0.11361434275750071      0.67915523               2.6901093                12.654319223731456       1.0                      0.7728448154950383       1e-05                    692                      0.32460119748356364      1.3183976183033952       0.7200159927209219       0.774671862522761        0.7730140204381462       
21                       0.040617521736356944     95376                    0.0                      583.4795002199794        0.07060981603661268      0.7443846560041596       0                        0                        0.999635152              0.05                     3.2955540207525096       0.0005                   0.2678591387035946       2e-06                    0.13032945846983543      0.8681179                2.5368478                12.499302411320235       1.0                      0.7699084811740451       1e-05                    725                      0.32576473313148574      1.3306279615922405       0.7289942800998688       0.7742073237895966       0.756477770179209        
22                       0.04245443350738949      99545                    0.0                      583.0288081532997        0.07093127513657685      0.7460463395927958       0                        0                        0.999618496              0.05                     3.1770267821848392       0.0005                   0.25926952172691625      2e-06                    0.12572674604598433      0.33617046               2.4046264                12.276857626558552       1.0                      0.7736669790865195       1e-05                    758                      0.32435095912278306      1.3181415711990512       0.7141386469205221       0.7706212401390076       0.7359822783807312       
23                       0.04430425080988142      103715                   0.0                      583.4341203933864        0.07199268947682674      0.7484388326581044       0                        0                        0.99960182               0.05                     3.0502546379963555       0.0005                   0.25925902106488746      2e-06                    0.14389534946531057      0.6540323                2.3062804                12.125114672111742       1.0                      0.7774255251643635       1e-05                    791                      0.32549419788399125      1.3128294318613378       0.7347825169563293       0.7772740026315054       0.721192090198247        
24                       0.046152290834320917     107886                   0.0                      583.0246093534073        0.07198077114879865      0.7508570397208651       0                        0                        0.99958514               0.05                     2.9757835815350213       0.0005                   0.2629652138178547       2e-06                    0.15140504048516354      0.5482052                2.5054722                12.056316953716857       1.0                      0.7733145916100704       1e-05                    824                      0.32548700197778563      1.3284650475087794       0.7111642956733704       0.7720767358938853       0.7129675354620423       
25                       0.04799390130572849      112053                   0.0                      582.7915628628303        0.07193988142149313      0.753735321501374        0                        0                        0.999568456              0.05                     3.178728320946296        0.0005                   0.2666405451794465       2e-06                    0.14704457433739057      -0.11635538              2.4334185                11.844632697827889       1.0                      0.7805967138271139       1e-05                    857                      0.322808381282922        1.2964705650252526       0.724744180838267        0.7785696387290955       0.6957553420403991       
26                       0.04983664015928904      116231                   0.0                      583.059200712157         0.07215969551235152      0.7557283937552547       0                        0                        0.999551788              0.05                     2.758629790196816        0.0005                   0.27470421108106774      2e-06                    0.12572674503705153      0.761552                 2.483902                 11.760805226335622       1.0                      0.7844726774427625       1e-05                    890                      0.32019864188300234      1.313950240009963        0.7351390918095907       0.7825780709584554       0.6876564314871123       
27                       0.0516900736755795       120407                   0.0                      583.2769877546712        0.07185963319989892      0.7578138025042326       0                        0                        0.999535076              0.05                     2.326153832798203        0.0005                   0.2690704714817305       2e-06                    0.11288759861296664      0.028722096              1.8885093                11.672106039644492       1.0                      0.7842378134679313       1e-05                    923                      0.32441000504927203      1.285571589614406        0.7391323745250702       0.7738141318162283       0.6801225585166853       
28                       0.0535482468869951       124586                   0.0                      582.9007380552963        0.07092854355627547      0.7592921970045523       0                        0                        0.999518372              0.05                     2.471731308847666        0.0005                   0.26525962104399997      2e-06                    0.10295542702078819      0.620876                 2.2111068                11.528829555318813       1.0                      0.7843552695380317       1e-05                    956                      0.3218147634255766       1.2984518956656408       0.7363589604695638       0.7746899028619131       0.6656869445184265       
29                       0.05538389987415738      128767                   0.0                      582.7719285713083        0.06928433467905774      0.7611857006519089       0                        0                        0.999501656              0.05                     2.231575304021438        0.0005                   0.2590967919677496       2e-06                    0.09883721091318876      -0.33797836              2.4590297                11.428534921973643       1.0                      0.7823585356124724       1e-05                    989                      0.32241296768188477      1.2971450150615036       0.7497987548510233       0.7773449420928955       0.656042445789684        
30                       0.05723574353588952      132944                   0.0                      583.0233987344835        0.06853590759036991      0.7633464375859982       0                        0                        0.999484932              0.05                     2.797922518104315        0.0005                   0.2644157091466089       2e-06                    0.13880814130728444      -0.045330413             2.4914687                11.265914300475458       1.0                      0.7851774909279564       1e-05                    1022                     0.3216064578354961       1.2735998750937105       0.7335514823595682       0.7727964619795481       0.6428794090193931       
31                       0.059125281771024066     137120                   0.0                      582.8376634726286        0.06742150412505461      0.765704631927932        0                        0                        0.999468224              0.05                     2.488291901846727        0.0005                   0.26324692523727816      2e-06                    0.12960271490737796      0.37433925               2.6894853                11.212261777935607       1.0                      0.7895232595578588       1e-05                    1055                     0.31791996715044735      1.3020072705817944       0.7412555615107218       0.772544284661611        0.6367050710350576       
32                       0.06096203731165992      141299                   0.0                      583.3867706795401        0.0657673552506242       0.7679180934822635       0                        0                        0.99945152               0.05                     2.490377053618431        0.0005                   0.2622919854087134       2e-06                    0.11240310295640181      -0.06969833              2.3393838                11.116308809530857       1.0                      0.7793047452213789       1e-05                    1088                     0.32456209683659104      1.283652739091353        0.7878452042738596       0.7854517698287964       0.626815054151747        
33                       0.06280389368534088      145477                   0.0                      583.422324782237         0.06435591994065577      0.7696292336100345       0                        0                        0.9994348040000001       0.05000000000000001      2.406002196172873        0.0005                   0.25873925955966115      2e-06                    0.13420542686556777      0.42895597               2.316624                 11.00170143204506        1.0                      0.7897581235326901       1e-05                    1121                     0.3190369557852697       1.2926715696700894       0.7337161004543304       0.7687652309735616       0.616599709096581        
34                       0.06462128857771555      149659                   0.0                      583.4671490780341        0.06312493688569794      0.7715423793488476       0                        0                        0.999418092              0.05                     2.2400571989516416       0.0005                   0.2725907887021701       2e-06                    0.12015504044635843      0.3124441                2.3426087                10.943896515200835       1.0                      0.7876439528031783       1e-05                    1154                     0.32302149859341706      1.2698563469780817       0.7813669244448344       0.7815393209457397       0.6113903931897097       
35                       0.0664723789691925       153831                   0.0                      582.9340867157795        0.06212896816029285      0.7734769567565792       0                        0                        0.999401364              0.05                     2.347291669497887        0.0005                   0.2561776302754879       2e-06                    0.11870155200206985      0.19105697               1.7904288                10.86311818132497        1.0                      0.7928119331899316       1e-05                    1187                     0.32126108805338544      1.2504337580517084       0.7824507355690002       0.7790627280871073       0.6057613160875109       
36                       0.06830715258916219      158009                   0.0                      583.3043147890081        0.06098279450849619      0.7749414172565169       0                        0                        0.999384676              0.05                     2.2001274352272353       0.0005                   0.2644511537315945       2e-06                    0.1140988381812349       0.6149173                1.7990813                10.742704449277936       1.0                      0.7949260846532956       1e-05                    1220                     0.3200548827046095       1.235967289317738        0.783985416094462        0.7763340075810751       0.5956785510284732       
37                       0.07013881405194601      162188                   0.0                      583.3719522607266        0.060144377751603396     0.7760683558364694       0                        0                        0.9993679639999999       0.049999999999999996     2.0644129378100238       0.0005                   0.26343742152675986      2e-06                    0.07945736590772867      0.41218984               1.7978181                10.711842854817709       1.0                      0.7936340582491171       1e-05                    1253                     0.3211282383311878       1.2655804181339765       0.7882585823535919       0.7790124416351318       0.5906692659011995       
38                       0.07196465777026283      166366                   0.0                      583.6776706559477        0.059206621457115166     0.7774495318197865       0                        0                        0.999351248              0.05                     2.188453786075115        0.0005                   0.2571447358156244       2e-06                    0.1213662806743135       0.009776947              2.0114923                10.615883875374841       1.0                      0.7980973696467853       1e-05                    1286                     0.31689016265098496      1.2649304361054392       0.7872748076915741       0.7780254979928335       0.5823928755943221       
39                       0.07379777510960897      170548                   0.0                      583.9239549999194        0.0579832564543699       0.7790797793490107       0                        0                        0.999334536              0.05                     2.0695685607691607       0.0005                   0.26262104433650774      2e-06                    0.12015504009711246      0.39486477               2.042232                 10.544720274029356       1.0                      0.7889359503081351       1e-05                    1319                     0.31911182403564453      1.256868728483566        0.8347358107566833       0.7870719134807587       0.5762781181720772       
40                       0.0756084265311559       174717                   0.0                      584.0119023980519        0.05716793639990511      0.7804540378485119       0                        0                        0.999317808              0.05                     2.5003457125276327       0.0005                   0.2528099496848881       2e-06                    0.10780038898034643      -0.2905044               2.5287106                10.479358557498816       1.0                      0.7965704311024059       1e-05                    1352                     0.3201791060091269       1.2512973631271207       0.8378227154413859       0.7892034848531088       0.5698531661370788       
41                       0.07745620204342736      178885                   0.0                      583.6926427224236        0.05629651796574089      0.7815619106425938       0                        0                        0.999301132              0.05                     2.357438260068496        0.0005                   0.256774739207079        2e-06                    0.16424418679283312      -0.17556468              2.0661383                10.412423798532197       1.0                      0.7949260461210002       1e-05                    1385                     0.32063195681331136      1.2480034105705493       0.7679045995076498       0.7789524594942728       0.5634037749935882       
42                       0.07930359496010675      183060                   0.0                      583.3131304608944        0.05540953539778677      0.7826833110948809       0                        0                        0.9992844599999999       0.049999999999999996     2.52596303448081         0.0005                   0.2598262329896291       2e-06                    0.10489341197535396      0.33587196               2.0552657                10.361725624161538       1.0                      0.8016209650521327       1e-05                    1418                     0.31733480607620396      1.2515458964338206       0.7932977179686228       0.7790564397970835       0.5595747726132171       
43                       0.08115745279524061      187242                   0.0                      583.7005097238665        0.05440306847949766      0.784039756187938        0                        0                        0.9992677600000001       0.05000000000000001      1.9920300394296646       0.0005                   0.2643509173455338       2e-06                    0.14365310117136687      0.22869216               2.1545234                10.311444215100222       1.0                      0.8013860625450057       1e-05                    1451                     0.31670171082621873      1.2484217942363085       0.8081764479478201       0.7805216709772745       0.5555016874062895       
44                       0.08300421489609612      191423                   0.0                      583.6756278736398        0.053786954588485814     0.7854855251642477       0                        0                        0.999251032              0.05                     1.8949123583734035       0.0005                   0.2652441505342722       2e-06                    0.1276647293319305       0.3437297                1.8883804                10.319544320154671       1.0                      0.7944562796390419       1e-05                    1484                     0.3194245184310759       1.2466532389322917       0.7862733205159506       0.7752427955468496       0.5559767809781161       
45                       0.08482801192336613      195601                   0.0                      583.7787698579424        0.053165517930801286     0.7867920861300723       0                        0                        0.999234308              0.05                     2.1736054414262376       0.0005                   0.266039854226013        2e-06                    0.10537790867965668      -0.15303914              2.0446413                10.24967586632931        1.0                      0.7985671264956696       1e-05                    1517                     0.3185804444130021       1.238246166344845        0.8071870605150858       0.7789165675640106       0.5501635580351859       
46                       0.08665393034617107      199783                   0.0                      583.6230859274195        0.05269939571288553      0.7885107613672468       0                        0                        0.999217596              0.05                     1.9333569550265868       0.0005                   0.2660421566106379       2e-06                    0.1412306217243895       0.15048471               2.0154042                10.312415228949652       1.0                      0.8011511311386571       1e-05                    1550                     0.3174682482324465       1.242018497351444        0.739432563384374        0.7712792257467905       0.5568686880246557       
47                       0.08851871894465553      203957                   0.0                      583.7735072121995        0.05171289383622294      0.7902220373289611       0                        0                        0.999200868              0.05                     2.0714264698326588       0.0005                   0.26172779593616724      2e-06                    0.11482558209293832      0.0642448                2.1494553                10.258426550662879       1.0                      0.7949260750202217       1e-05                    1583                     0.3202722770999176       1.2322275758993746       0.7714559137821198       0.7803128262360891       0.5513005304818202       
48                       0.0903764628039466       208134                   0.0                      583.3900855219457        0.05109481411367967      0.7917640691439394       0                        0                        0.999184172              0.05                     2.092146002997955        0.0005                   0.2617041942042609       2e-06                    0.10658914883000155      0.38081098               2.3902988                10.176184451941289       1.0                      0.7978624286073627       1e-05                    1616                     0.31644265820281675      1.2436105747415562       0.7871440549691519       0.7744665841261545       0.5440792314934009       
49                       0.09221578703986275      212308                   0.0                      583.3808231578613        0.05053886663625079      0.7933170694567613       0                        0                        0.999167464              0.05                     2.1093358658254147       0.0005                   0.25945833263297874      2e-06                    0.1356589167844504       0.5725628                2.2009633                10.189861875591856       1.0                      0.7978624189742888       1e-05                    1649                     0.3175752138850665       1.2397334551570391       0.7596614758173624       0.7757661938667297       0.5454430820966008       
50                       0.09405361692110698      216475                   0.0                      583.1443297385957        0.050023097913273015     0.7945144102272321       0                        0                        0.999150768              0.05                     2.853709657366077        0.0005                   0.2555537661537528       2e-06                    0.11337209485160808      0.015329127              2.4773679                10.094514326615768       1.0                      0.7996242696588688       1e-05                    1682                     0.31902735642712526      1.2293986888846966       0.7744962374369303       0.7732481261094412       0.5370643885448726       
51                       0.0959069605006112       220651                   0.0                      582.8959479447327        0.04914088283779062      0.7960073115611086       0                        0                        0.9991341                0.05                     2.5449288779248795       0.0005                   0.2541082249954343       2e-06                    0.10465116426348686      0.3006012                2.0197115                10.050798974855981       1.0                      0.8049096868495749       1e-05                    1715                     0.3167047356114243       1.219359272658223        0.7759766678015391       0.7777487635612488       0.5342060532232727       
52                       0.09774318390422397      224832                   0.0                      583.6509016584798        0.0485765392371387       0.7972346249865905       0                        0                        0.999117396              0.05                     1.6753361951559782       0.0005                   0.26324473445614177      2e-06                    0.12088178494013846      0.15774463               1.7958132                10.030817667643229       1.0                      0.7955133842699457       1e-05                    1748                     0.31936528947618276      1.2332095521869082       0.7467135488986969       0.7707669337590536       0.5309313860806552       
53                       0.0995907398727205       229013                   0.0                      583.6940047824659        0.04799017287351008      0.7983416631857109       0                        0                        0.999100672              0.05                     1.8701193934927385       0.0005                   0.2594284334530433       2e-06                    0.15164728827464083      0.2103622                2.0792155                9.906394881431503        1.0                      0.8023256918396613       1e-05                    1781                     0.31734592746002505      1.2265515953603419       0.7011036773522695       0.7541963259379069       0.5193935644747031       
54                       0.10140413860479991      233194                   0.0                      584.1755242670131        0.04704776562502233      0.7998031118372947       0                        0                        0.999083948              0.05                     1.7220867512126763       0.0005                   0.2665682650792102       2e-06                    0.1087693814964344       0.07451793               1.8110663                9.908802071002999        1.0                      0.8003289579141019       1e-05                    1814                     0.3176242414146963       1.2265477613969282       0.7315224210421244       0.7682873606681824       0.5203625361124674       
55                       0.10323006172974904      237368                   0.0                      583.8466177841947        0.046347538563593055     0.8011747040917909       0                        0                        0.999067224              0.05                     1.9832998880495627       0.0005                   0.24957216142987212      2e-06                    0.08478682305819045      0.048931208              1.7337431                9.836669151229087        1.0                      0.8053794340653853       1e-05                    1847                     0.31667732951617         1.2376104412656843       0.7352001865704855       0.7661500076452891       0.5131749239834873       
56                       0.10505191763242086      241549                   0.0                      583.7444528992681        0.045539637205072904     0.8026851994650884       0                        0                        0.9990505279999999       0.049999999999999996     1.6345923654735088       0.0005                   0.26366195051620406      2e-06                    0.11942829587496817      0.1877867                1.6230315                9.815797439729325        1.0                      0.8013861107103751       1e-05                    1880                     0.31928678474040945      1.2200514860827514       0.7227432628472646       0.7648236950238546       0.511450449625651        
57                       0.1068869462940428       245731                   0.0                      583.7127715085797        0.045083324609895226     0.8040567237382056       0                        0                        0.999033804              0.05                     1.5527350685248773       0.0005                   0.25711742679898936      2e-06                    0.12160852830857038      0.111065455              1.6532513                9.733323376588146        1.0                      0.8066714219372683       1e-05                    1913                     0.3156327864136359       1.2212394752887765       0.7113801737626394       0.7649931708971659       0.5044416273483122       
58                       0.10870664729012383      249912                   0.0                      583.9703390440465        0.04444655149138667      0.8057211036214121       0                        0                        0.999017076              0.05                     1.5968175722906988       0.0005                   0.27028538038333255      2e-06                    0.1303294588966916       0.15879281               1.8285486                9.764203004162722        1.0                      0.8179469734731347       1e-05                    1946                     0.31378730619796597      1.2095887733228279       0.727516790231069        0.7539176940917969       0.5093933548590149       
59                       0.11054004304938846      254094                   0.0                      583.7435553964765        0.043926586731303285     0.8070515797562202       0                        0                        0.999000352              0.05                     1.5261351596564054       0.0005                   0.26795228182648617      2e-06                    0.1128875984189411       0.058823973              1.6791874                9.737107402146464        1.0                      0.800681355023625        1e-05                    1979                     0.3206847412417633       1.1989568459867226       0.7028084695339203       0.7559841175874075       0.5059162583013977       
60                       0.11237520509295994      258275                   0.0                      583.5330253813926        0.04320317815545906      0.8087718037763          0                        0                        0.998983624              0.05                     1.512604561323921        0.0005                   0.27411896735429764      2e-06                    0.1361434115873029       0.017054422              1.760908                 9.673761849451546        1.0                      0.8130139148596562       1e-05                    2012                     0.312897330582744        1.2157857875631313       0.6973964671293894       0.7582058906555176       0.5011067245945786       
61                       0.11420391466882494      262451                   0.0                      582.9993879495174        0.0425949505232742       0.8102587424791924       0                        0                        0.9989669                0.05                     2.1089543625712395       0.0005                   0.2580176674139996       2e-06                    0.10780038909676175      -0.022310566             1.9134127                9.669918638287168        1.0                      0.8085506997927272       1e-05                    2045                     0.3164251163752392       1.212876194655293        0.7421174546082815       0.7664865652720133       0.4998514387342665       
62                       0.11603127969635857      266633                   0.0                      583.205109394756         0.042139521571582586     0.8117614427292834       0                        0                        0.998950196              0.05                     1.6372664893666904       0.0005                   0.26206627845143277      2e-06                    0.10053294706934442      -0.119487986             1.8205625                9.617078222409644        1.0                      0.8105474337182864       1e-05                    2078                     0.3156744061094342       1.2059147767346314       0.7387438217798868       0.7744394739468893       0.4957122513742158       
63                       0.11780714160866207      270811                   0.0                      584.4259723978388        0.041646487433049        0.813155306877804        0                        0                        0.9989334679999999       0.049999999999999996     1.8728060312569141       0.0005                   0.2556745459636052       2e-06                    0.13250969105865806      0.21079105               1.7360532                9.602704134854404        1.0                      0.809137989776303        1e-05                    2111                     0.31515699444395123      1.21018321104724         0.7132644057273865       0.7639408012231191       0.494254439768165        
