Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Q1_Stepsize       Critic_Q2_Stepsize       Actor_Loss               Bound_Loss               Actor_Stepsize           Alpha_Loss               Alpha                    Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
10                       0.04497440179189046      49607                    0.0                      593.6324325825992        0.06555341297365322      2.0153158614895976       0                        0                        0.9998181159999999       0.049999999999999996     0.7834388373525646       0.0003                   0.0003                   0.08908117724083825      5.048036204302699e-06    0.0003                   -0.0005786527622076363   [0.00658533]             3.4948488100610597       1.0                      0.8684520625104808       1e-05                    360                      0.302800684264212        1.0943691369258997       0.5267837444941202       0.6563039521376292       0.09499166589794737      
11                       0.05108501745594873      53731                    0.0                      593.0427775211649        0.06579067804223594      2.0170993372854085       0                        0                        0.999801572              0.05                     0.7713858958354778       0.0003                   0.0003                   0.07165407782147894      0.000796021700691144     0.0003                   0.005403982415025623     [0.00653596]             3.4880628188451133       1.0                      0.869307279586792        1e-05                    392                      0.30317578713099164      1.0886247158050537       0.5260808865229288       0.6562772989273071       0.09489348903298378      
12                       0.0575606365998586       57869                    0.0                      593.4503796055083        0.06602331083195637      2.018743884464181        0                        0                        0.999785076              0.05                     0.7843056553027085       0.0003                   0.0003                   0.08079645573610865      4.422529645237598e-05    0.0003                   0.008797513844161076     [0.00643206]             3.4755529153226603       1.0                      0.8711535521227903       1e-05                    425                      0.30098687759553544      1.0904541978932392       0.5143475780884424       0.6508225599924723       0.09435907156780514      
13                       0.0643453707297643       62017                    0.0                      593.2689560554724        0.06627612635831774      2.020481013840661        0                        0                        0.999768524              0.05                     0.7415539035025764       0.0003                   0.0003                   0.08237610028981197      0.00011299901377117518   0.0003                   0.01059442060087272      [0.00628255]             3.4624348264752016       1.0                      0.8706836700439453       1e-05                    458                      0.302814392128376        1.08098373027763         0.5375994940598806       0.6593271791934967       0.09327851762675277      
14                       0.07157233556111654      66175                    0.0                      592.9803443850911        0.0665625507973179       2.022215324350756        0                        0                        0.999751932              0.05                     0.7592305503041695       0.0003                   0.0003                   0.13516233149848786      3.2708961545230786e-05   0.0003                   0.014504973954681526     [0.00605046]             3.454646139433889        1.0                      0.8774960257790306       1e-05                    491                      0.29962522333318536      1.0887782742278744       0.5007664263248444       0.6427322427431742       0.09284505820033524      
15                       0.07914628121587965      70309                    0.0                      593.120129268928         0.06681914074875023      2.0238347493422233       0                        0                        0.9997353                0.05                     0.7565462958460074       0.0003                   0.0003                   0.17292311596301146      7.594682506055801e-05    0.0003                   0.011585301260086679     [0.00584046]             3.4461489976054493       1.0                      0.8785530437122692       1e-05                    524                      0.3026594874834773       1.0684641635779177       0.52987273534139         0.6533745229244232       0.09247008116558346      
16                       0.08706548061635759      74427                    0.0                      592.8341370625747        0.06708171453761029      2.025543227410785        0                        0                        0.999718764              0.05                     0.7263611015545282       0.0003                   0.0003                   0.16714892307335036      2.127486808713158e-05    0.0003                   0.010140704394183972     [0.00564558]             3.4332473278045654       1.0                      0.8775436679522196       1e-05                    556                      0.3018339276313782       1.0698482990264893       0.5389191210269928       0.6555914183457693       0.09163591762383778      
17                       0.09507550047503577      78559                    0.0                      593.1593697460619        0.06733191856708842      2.0270968045812285       0                        0                        0.999702292              0.05                     0.7320288912378498       0.0003                   0.0003                   0.18641718478876035      5.360778293922778e-05    0.0003                   0.00805666190069766      [0.00547986]             3.4308078264949295       1.0                      0.8817242709073154       1e-05                    589                      0.2989128671511256       1.0812719518488103       0.48117013772328693      0.6322138210137686       0.09133512082726064      
18                       0.10309850169552696      82680                    0.0                      593.3595731320376        0.06763203408425236      2.0287672404934685       0                        0                        0.999685764              0.05                     0.7450140096428397       0.0003                   0.0003                   0.2445844261825767       0.00018180455047023      0.0003                   0.00836328058585878      [0.00529292]             3.4199710289637246       1.0                      0.8849322398503622       1e-05                    621                      0.30094025035699207      1.064215064048767        0.45583491524060565      0.6208725571632385       0.09116048614184062      
19                       0.1110991636912028       86814                    0.0                      593.2609856219449        0.06794097805636484      2.0303874539219957       0                        0                        0.99966928               0.05                     0.7534248812686389       0.0003                   0.0003                   0.3068670345862024       6.531278788084229e-05    0.0003                   0.006056400022126537     [0.00514612]             3.414407402578026        1.0                      0.8872446098712959       1e-05                    654                      0.2995238400468923       1.070319455079358        0.4750001182158788       0.6273366510868073       0.09066582689381608      
20                       0.11918506297800276      90937                    0.0                      593.2973332579674        0.06825971587623128      2.0319795071347526       0                        0                        0.999652744              0.05                     0.7068936535728847       0.0003                   0.0003                   0.3197305647333889       4.4983558693850074e-05   0.0003                   0.002693629516179447     [0.0050767]              3.411108414332072        1.0                      0.887596974770228        1e-05                    686                      0.3017139434814453       1.0540071527163188       0.49788789947827655      0.6348258356253306       0.0908120150367419       
21                       0.1272183428870307       95075                    0.0                      593.2732142071513        0.06852954137938468      2.0334049318692062       0                        0                        0.999636252              0.05                     0.6993124139240713       0.0003                   0.0003                   0.3601779056358576       1.4714656853368865e-06   0.0003                   0.0019554086825155277    [0.0050195]              3.409013420644433        1.0                      0.8918253388067688       1e-05                    719                      0.2991670406225956       1.0621101880314374       0.4638168662786484       0.6152253647645315       0.09103594283864956      
22                       0.13526658806535932      99202                    0.0                      593.1342286468579        0.06884220789840208      2.0347201233290577       0                        0                        0.9996197                0.05                     0.6846147390650067       0.0003                   0.0003                   0.3976202138695594       0.00017541647440379483   0.0003                   -0.0018156849189249577   [0.00507504]             3.394314448038737        1.0                      0.8971657256285349       1e-05                    751                      0.29959521691004437      1.0495512088139851       0.4755840351184209       0.6169466972351074       0.0903753178815047       
23                       0.14335279517703586      103322                   0.0                      592.9612761243438        0.06908937925965619      2.0360325304781544       0                        0                        0.999603192              0.05                     0.6708374961848254       0.0003                   0.0003                   0.42115151105136833      0.00012319839762014808   0.0003                   -0.003395326687139469    [0.00519395]             3.4019643863042197       1.0                      0.884690006573995        1e-05                    783                      0.30060813824335736      1.0576244990030925       0.4796142329772313       0.6161470214525858       0.09051404272516568      
24                       0.1514184300104777       107448                   0.0                      592.3021973072837        0.0694473542812525       2.037302710568808        0                        0                        0.9995867119999999       0.049999999999999996     0.6557398557620329       0.0003                   0.0003                   0.4376598175758968       3.341471613817801e-05    0.0003                   -0.0014490496456556073   [0.00525465]             3.3926079670588174       1.0                      0.8878392179807028       1e-05                    815                      0.30032456417878467      1.0481471021970112       0.48475200434525806      0.615384707848231        0.09019504860043526      
25                       0.15952562027507358      111566                   0.0                      592.9864391520091        0.06982502313406709      2.038524553247433        0                        0                        0.999570208              0.05                     0.6419883032298737       0.0003                   0.0003                   0.46425744802697705      4.31488136620909e-05     0.0003                   -0.002202968950644407    [0.00534837]             3.39087708791097         1.0                      0.8918363153934479       1e-05                    847                      0.299226035674413        1.0490378737449646       0.4886525472005208       0.6148482263088226       0.09039780249198277      
26                       0.1676372715499666       115692                   0.0                      592.2322647844153        0.07013635825438268      2.0396527701108162       0                        0                        0.999553736              0.05                     0.6383674985093619       0.0003                   0.0003                   0.4911863711557334       0.00030424124767766664   0.0003                   -0.0030947196560233807   [0.00550285]             3.388752063115438        1.0                      0.8874757885932922       1e-05                    879                      0.30134376883506775      1.0400927066802979       0.4943958868583043       0.6157335042953491       0.09035982688268025      
27                       0.1757081569565667       119812                   0.0                      593.0369252761081        0.07040913857260216      2.040669052488028        0                        0                        0.999537232              0.05                     0.5991861240802405       0.0003                   0.0003                   0.4843014623857875       0.00023626815394441116   0.0003                   -0.001261695056026199    [0.00557681]             3.3810869455337524       1.0                      0.8883236944675446       1e-05                    911                      0.3020603706439336       1.0386925041675568       0.514477550983429        0.6215071380138397       0.08952044695615768      
28                       0.18375870181454554      123949                   0.0                      592.5119253235505        0.07069787117097948      2.0416230691600132       0                        0                        0.999520752              0.05                     0.6088336316897974       0.0003                   0.0003                   0.5349696026595365       5.628221769750055e-05    0.0003                   -0.0013577290974129228   [0.0056423]              3.379261209507181        1.0                      0.89405688854179         1e-05                    944                      0.29971123223352913      1.0423529653838186       0.4857386251290639       0.6092782020568848       0.08975993141983495      
29                       0.1917805098162757       128074                   0.0                      592.3873083675475        0.0708981075166508       2.042594197859145        0                        0                        0.9995042040000001       0.05000000000000001      0.573409105191415        0.0003                   0.0003                   0.5170002379621218       7.023044078422974e-06    0.0003                   -0.0028549946303341265   [0.00582332]             3.3699923356374106       1.0                      0.8924418985843658       1e-05                    976                      0.30179159343242645      1.026092767715454        0.5264410475889841       0.6253208518028259       0.08941776926318805      
30                       0.19980498724513585      132200                   0.0                      592.8751067200591        0.07111284622755261      2.043510637355708        0                        0                        0.9994877040000001       0.05000000000000001      0.5538063123076088       0.0003                   0.0003                   0.5276355084260987       0.00010389274616428626   0.0003                   -0.0008959705012093589   [0.00589702]             3.361510992050171        1.0                      0.8918362955252329       1e-05                    1008                     0.3014356444279353       1.0314006110032399       0.5034964233636856       0.6162387728691101       0.0884697400033474       
31                       0.20778404136498768      136329                   0.0                      592.734408766303         0.07138582987461974      2.0445013083714483       0                        0                        0.9994712                0.05                     0.5560925395064088       0.0003                   0.0003                   0.5535343764762851       7.752923970077406e-06    0.0003                   -0.0010557598642814507   [0.0059498]              3.352072783190794        1.0                      0.8880667830958511       1e-05                    1041                     0.30318857443453084      1.0211321512858074       0.5051663219928741       0.6168099343776703       0.08797252057778715      
32                       0.21577228751447466      140451                   0.0                      592.7532042675022        0.07167105517693714      2.045546185732231        0                        0                        0.999454684              0.05                     0.5462681796076642       0.0003                   0.0003                   0.5495319471551966       0.00011048395951439724   0.0003                   -0.0004439507798082291   [0.00599031]             3.3498817682266235       1.0                      0.8827520211537679       1e-05                    1073                     0.3033464401960373       1.025205413500468        0.5283793111642202       0.624788741270701        0.08745335290829341      
33                       0.22374729255835216      144588                   0.0                      592.9710789988181        0.07199521917045111      2.046495162552714        0                        0                        0.9994381960000001       0.05000000000000001      0.5444877950184165       0.0003                   0.0003                   0.5675984679671998       0.00031622499094287386   0.0003                   -0.0016107808674948796   [0.00611221]             3.344364513050426        1.0                      0.8924125998911232       1e-05                    1106                     0.30229164373995077      1.0248574150933158       0.534315158923467        0.6259019871552786       0.0871248185032546       
34                       0.23169048620594873      148714                   0.0                      593.5374385912003        0.07225953460921643      2.047633683293232        0                        0                        0.999421648              0.05                     0.5306111051992798       0.0003                   0.0003                   0.5597112639800502       0.00010921846051302036   0.0003                   -0.0003070231565270634   [0.00613896]             3.330379923184713        1.0                      0.8897772431373596       1e-05                    1138                     0.3023177832365036       1.0155635674794514       0.5544477005799612       0.6316444377104441       0.08653885126113892      
35                       0.23962063994672564      152862                   0.0                      593.2820913996783        0.07254990537545881      2.0488550295279233       0                        0                        0.999405144              0.05                     0.4982285398206486       0.0003                   0.0003                   0.5384604851149012       0.00014315107077871782   0.0003                   -0.0006907365701131891   [0.00620607]             3.331439702197759        1.0                      0.8875969877146711       1e-05                    1171                     0.30417167297517406      1.0129263136121962       0.5514079829057058       0.6305703222751617       0.0864137387034869       
36                       0.247558982902103        157010                   0.0                      593.3920772311626        0.07280623482456068      2.0500216628395393       0                        0                        0.999388552              0.05                     0.5083546660659309       0.0003                   0.0003                   0.5425087015899978       1.774155614745719e-05    0.0003                   -0.00027082521981522514  [0.00623112]             3.318882335316051        1.0                      0.8921776684847744       1e-05                    1204                     0.30131133397420246      1.0159602117056798       0.5224027633666992       0.6219853262106577       0.08602314886420664      
37                       0.25550087041325037      161147                   0.0                      593.1912442146701        0.07315582794256083      2.051248162108894        0                        0                        0.9993719600000001       0.05000000000000001      0.5200733610979136       0.0003                   0.0003                   0.5755587908438006       0.00021190013342106632   0.0003                   0.0005194572805949025    [0.0061777]              3.318544599745009        1.0                      0.8830162876784199       1e-05                    1237                     0.3057594636473993       1.00743952664462         0.5489810407161713       0.6310434341430664       0.08517539501190186      
38                       0.2634576455752055       165276                   0.0                      593.2833861945287        0.07350986370837276      2.052548898373651        0                        0                        0.999355412              0.05                     0.51555070680738         0.0003                   0.0003                   0.5938082735809646       3.1959064826084906e-05   0.0003                   -0.00042845185938252445  [0.0061942]              3.3110113047590155       1.0                      0.8875970262469668       1e-05                    1270                     0.3042776945865516       1.0071196122602981       0.5758906602859497       0.6389381090799967       0.08509106828708841      
39                       0.27166239354345534      169404                   0.0                      593.6064274044752        0.07379749092224945      2.0537917276841697       0                        0                        0.999338896              0.05                     0.5035484620557834       0.0003                   0.0003                   0.5744554803564141       7.171770018465965e-05    0.0003                   -0.0032722281674046534   [0.00648489]             3.3070343335469565       1.0                      0.8854167064030966       1e-05                    1302                     0.30358054240544635      1.0070700844128926       0.5812978545824686       0.6410986284414927       0.08503808081150055      
40                       0.2795711619986428       173519                   0.0                      593.2136587128615        0.07408277487553952      2.054963167178169        0                        0                        0.999322384              0.05                     0.5067502865101475       0.0003                   0.0003                   0.5931757983987423       0.00012637740552348106   0.0003                   -0.001352197518199722    [0.00659973]             3.302180369695028        1.0                      0.8828731775283813       1e-05                    1334                     0.3045458247264226       1.0027910967667897       0.5780143936475118       0.6409716606140137       0.08462591469287872      
41                       0.28751658572091         177654                   0.0                      593.4385691648689        0.0743932913872876       2.0561887171144293       0                        0                        0.999305924              0.05                     0.49338430420992546      0.0003                   0.0003                   0.5882634408825286       0.0002648665854557136    0.0003                   -0.001068365110965477    [0.006701]               3.2996023544157396       1.0                      0.8885366555416222       1e-05                    1367                     0.30489157667063704      0.9961459708936286       0.5979971090952555       0.6447658638159434       0.08470251343467018      
42                       0.29543316629197863      181778                   0.0                      593.3516471414118        0.07468244466074267      2.05742244594417         0                        0                        0.999289384              0.05                     0.4898838207807834       0.0003                   0.0003                   0.5790979748802295       0.0002356789158777106    0.0003                   -0.0001256389829338302   [0.00673237]             3.3007593154907227       1.0                      0.8852956096331278       1e-05                    1399                     0.3058108488718669       0.9895528058211008       0.590244472026825        0.6426537930965424       0.084931335101525        
43                       0.3033831716246075       185911                   0.0                      593.2350398223564        0.07494424018436627      2.0587416537559355       0                        0                        0.9992728879999999       0.049999999999999996     0.471678843431292        0.0003                   0.0003                   0.5643925590278083       8.484849698631057e-05    0.0003                   -8.861616747259578e-05   [0.00673158]             3.297739125261403        1.0                      0.8911206023861663       1e-05                    1432                     0.3049121818157158       0.9978574502347696       0.5913721720377604       0.6411340435345968       0.08441509381689206      
44                       0.31133132795492807      190051                   0.0                      593.3657363254102        0.07521098160784247      2.0601011221058494       0                        0                        0.999256356              0.05                     0.4788949109283469       0.0003                   0.0003                   0.564037388102691        1.0708650741965984e-05   0.0003                   0.0008111485183072703    [0.00664745]             3.286054591939907        1.0                      0.895348866780599        1e-05                    1465                     0.30425265822747743      0.9922340470130998       0.5684933960437775       0.6363358000914255       0.0840553418554441       
45                       0.31925823820961846      194188                   0.0                      593.4666451584958        0.07546639074325218      2.0613827626773786       0                        0                        0.999239796              0.05                     0.4689208169991366       0.0003                   0.0003                   0.578718944339452        1.1190740246384356e-05   0.0003                   -0.0006812421399076934   [0.00670093]             3.2943998394590435       1.0                      0.89276500663372         1e-05                    1498                     0.3047983285152551       0.9934021920868844       0.5832952757676443       0.6385807693004608       0.08464230672277584      
46                       0.3272226871384515       198309                   0.0                      593.0693686782696        0.0757133687661883       2.062574804647208        0                        0                        0.9992232480000001       0.05000000000000001      0.4694503170034405       0.0003                   0.0003                   0.5702050288816719       7.623288947329436e-05    0.0003                   -0.0003448605682746502   [0.0067606]              3.2922732830047607       1.0                      0.8917151888211569       1e-05                    1530                     0.3051687876383464       0.994631846745809        0.5793518821398417       0.6367505391438802       0.08459940428535144      
47                       0.33519007570213744      202456                   0.0                      593.2143849896578        0.07596275304346424      2.0638144191742906       0                        0                        0.999206764              0.05                     0.4725672167130294       0.0003                   0.0003                   0.5669247247331985       0.0001562611508290062    0.0003                   3.438695011823093e-05    [0.00674874]             3.287554577143505        1.0                      0.8939394613709112       1e-05                    1563                     0.3043299010305694       0.9882958922723327       0.5794765949249268       0.6369179983933767       0.08463737699720596      
48                       0.343181764682134        206577                   0.0                      593.4071439807444        0.07617212880645907      2.0650665165181032       0                        0                        0.999190176              0.05                     0.4645406313997311       0.0003                   0.0003                   0.5590551642005536       3.772832218463331e-05    0.0003                   0.001046937843644293     [0.00664476]             3.296766718228658        1.0                      0.8833576540152231       1e-05                    1595                     0.3080677390098572       0.9813933769861857       0.5867928663889567       0.6374610960483551       0.08503362784783046      
49                       0.3511614111397002       210696                   0.0                      593.3503828597669        0.07643989506895287      2.066382480999209        0                        0                        0.9991736920000001       0.05000000000000001      0.46437319704945673      0.0003                   0.0003                   0.5642188467479742       0.00031979940165479125   0.0003                   0.0005872748724641172    [0.00660127]             3.2910255988438926       1.0                      0.8919574618339539       1e-05                    1627                     0.305995836853981        0.9786860942840576       0.5726551214853922       0.6330443322658539       0.08530416712164879      
50                       0.35912443035178715      214827                   0.0                      593.6919142588285        0.07669712250479906      2.0675745420793716       0                        0                        0.999157216              0.05                     0.46199962661970667      0.0003                   0.0003                   0.5644482414908334       2.11934343204222e-06     0.0003                   -0.0009825640164934273   [0.00668647]             3.281407404427577        1.0                      0.8886541019786488       1e-05                    1660                     0.3062711917992794       0.9806949538413924       0.5797223051389059       0.6344129741191864       0.08430840270687835      
51                       0.36728486796220144      218957                   0.0                      593.4350087572902        0.07692178484633924      2.068819962058311        0                        0                        0.999140692              0.05                     0.4583362655471664       0.0003                   0.0003                   0.5560512410767259       5.178077469654988e-05    0.0003                   -0.00021026773765502556  [0.00668893]             3.2841185367468633       1.0                      0.893469704522027        1e-05                    1693                     0.3058061214408489       0.9802361208983141       0.5814112424850464       0.6338553428649902       0.08482531104424988      
52                       0.3752764964765973       223097                   0.0                      593.4211890386399        0.07718953841266393      2.0700341880398403       0                        0                        0.9991241719999999       0.049999999999999996     0.44881337045429426      0.0003                   0.0003                   0.5423104366732598       7.419689133422228e-05    0.0003                   -0.0009779057272469368   [0.0067933]              3.279989839804293        1.0                      0.893704607029154        1e-05                    1726                     0.3053623546253551       0.9768167553525982       0.576161245505015        0.6321025590101877       0.08472335097765682      
53                       0.38329150683350033      227242                   0.0                      593.2662356696082        0.0775367509417241       2.0713206294843975       0                        0                        0.999107612              0.05                     0.4294934333308742       0.0003                   0.0003                   0.5221867897309288       3.48692072746284e-05     0.0003                   0.001571839509175836     [0.00666083]             3.283676841042259        1.0                      0.8867747855908944       1e-05                    1759                     0.309007081118497        0.9714064068264432       0.566703200340271        0.6293302675088247       0.08463154417095763      
54                       0.3912569792403115       231387                   0.0                      593.5460392082787        0.07780667906491573      2.0724578972387997       0                        0                        0.999091032              0.05                     0.4542531954159211       0.0003                   0.0003                   0.567334653972215        1.1449628269755534e-05   0.0003                   -0.00020611407777019154  [0.00667486]             3.2800338051535864       1.0                      0.8904159044978593       1e-05                    1792                     0.3054137807903868       0.9766153663095801       0.5412279963493347       0.6210840940475464       0.08508548471662734      
55                       0.3992251972357432       235515                   0.0                      593.2811596741           0.07805961012056012      2.0736679520517005       0                        0                        0.999074452              0.05                     0.4474255447842192       0.0003                   0.0003                   0.5606517583686054       0.00016319011242707821   0.0003                   -0.0008553777866257423   [0.00675651]             3.2844602266947427       1.0                      0.89292640487353         1e-05                    1824                     0.3054838627576828       0.9771579305330912       0.5788721044858297       0.62849493821462         0.08555137614409129      
56                       0.4071345415380266       239640                   0.0                      593.431509562523         0.078375860604724        2.0747639191442446       0                        0                        0.9990579399999999       0.049999999999999996     0.4515765276610937       0.0003                   0.0003                   0.5600948970290555       8.091171810374155e-05    0.0003                   -0.0013702569784954863   [0.00688767]             3.2824426094690957       1.0                      0.8873546918233236       1e-05                    1856                     0.30829214056332904      0.9655672411123911       0.5729899803797404       0.6265160044034322       0.08537859097123146      
57                       0.4150758665137821       243763                   0.0                      593.0897480178124        0.07869812033998755      2.0759543596662753       0                        0                        0.99904144               0.05                     0.4571411868554669       0.0003                   0.0003                   0.5689209520987346       4.724797060598588e-05    0.0003                   -0.0003546516748120615   [0.00691025]             3.286780079205831        1.0                      0.8903828163941702       1e-05                    1888                     0.30548874537150067      0.9792905151844025       0.5809472401936849       0.6280369758605957       0.0858336053788662       
58                       0.4230754407246908       247911                   0.0                      593.3117821363645        0.0789584443553041       2.077055785675976        0                        0                        0.999024948              0.05                     0.45191761204314673      0.0003                   0.0003                   0.544525125891354        1.6472911111526165e-05   0.0003                   -0.0013040497054418552   [0.00704742]             3.2788879702789617       1.0                      0.8929998417093296       1e-05                    1921                     0.30755236654570606      0.9657277001274958       0.5918444097042084       0.6316965321699778       0.08540758460459084      
59                       0.4311546793248918       252031                   0.0                      593.2658000822452        0.07926418396100614      2.078108342427615        0                        0                        0.999008356              0.05                     0.44947352134575996      0.0003                   0.0003                   0.5373323616679646       4.184495998101471e-05    0.0003                   0.0009141916088348667    [0.0069666]              3.2792048851648965       1.0                      0.8913517693678538       1e-05                    1953                     0.307213415702184        0.9652906258900961       0.584526906410853        0.6298862397670746       0.0856461909910043       
60                       0.43915576537450157      256173                   0.0                      593.0397081542737        0.07954047307186995      2.0792320373472726       0                        0                        0.9989918760000001       0.05000000000000001      0.43328066739401594      0.0003                   0.0003                   0.5142836549741686       6.321891551475589e-06    0.0003                   0.0008516147416380805    [0.00687195]             3.2809665949657707       1.0                      0.8917078153051511       1e-05                    1986                     0.30784543355305993      0.963239342275292        0.5801971753438314       0.6287458638350168       0.08583614922533132      
61                       0.44716831227143605      260305                   0.0                      592.999097706549         0.07984075507644976      2.0803037142542293       0                        0                        0.998975308              0.05                     0.44167779856101635      0.0003                   0.0003                   0.5295222832665423       9.132922194825347e-06    0.0003                   9.906243213859873e-05    [0.00685872]             3.2798286592117463       1.0                      0.8912380777224146       1e-05                    2019                     0.3067700838801837       0.9698343373308278       0.5543180704116821       0.6237726906935374       0.0858359132150207       
62                       0.4552275194062127       264442                   0.0                      592.7920001131997        0.080162014045448        2.0814804669706186       0                        0                        0.9989587799999999       0.049999999999999996     0.434829395216422        0.0003                   0.0003                   0.5219150316689659       3.269905355422731e-05    0.0003                   0.0006608464475018898    [0.00680011]             3.276720952506017        1.0                      0.8914730091287631       1e-05                    2052                     0.30711567040645715      0.9672524326979511       0.5717368423938751       0.6275268693765005       0.08572876453399658      
63                       0.4632038244273928       268554                   0.0                      592.9706112113706        0.08041846295631586      2.082625871683755        0                        0                        0.998942232              0.05                     0.43883529479198363      0.0003                   0.0003                   0.5324109283000102       1.2822626411744282e-05   0.0003                   -0.00038107342667205994  [0.00684106]             3.2754116455713906       1.0                      0.8867491285006205       1e-05                    2084                     0.30871225396792096      0.9636151790618896       0.5586128830909729       0.6258394718170166       0.08551277716954549      
64                       0.4711800823609034       272683                   0.0                      592.7402518119712        0.08075142746546421      2.0838350065036653       0                        0                        0.998925784              0.05                     0.4440498048058566       0.0003                   0.0003                   0.523906664211351        2.515425681441035e-05    0.0003                   -0.0020956064008412234   [0.00703283]             3.267908115579625        1.0                      0.8948790713994189       1e-05                    2117                     0.3064510268394393       0.9619397153758039       0.5654482046763102       0.6267861624558767       0.08560266037179966      
